exercise_id,Title,BodyPart,primary_muscle,secondary_muscles_str,movement_pattern
plank-walk,Plank Walk,Abdominals,abdominals,obliques;lower_back,plank
sit-up-gethin-variation,Sit-Up - Gethin Variation,Abdominals,abdominals,triceps;shoulders,push
plank-push-up,Plank Push-Up,Abdominals,abdominals,triceps;shoulders;obliques,push
decline-crunch,Decline crunch-,Abdominals,abdominals,,push
alternating-lying-leg-raise,Alternating lying leg raise,Abdominals,abdominals,,push
decline-leg-lift,Decline leg lift,Abdominals,abdominals,,push
crunch-gethin-variation,Crunch - Gethin Variation,Abdominals,abdominals,,push
plank-gethin-variation,Plank - Gethin Variation,Abdominals,abdominals,obliques;lower_back,plank
barbell-floor-wiper,Barbell floor wiper,Abdominals,abdominals,triceps;shoulders,push
prison-push-up,Prison Push-Up,Abdominals,abdominals,triceps;shoulders,push
mcgill-modified-curl-up,McGill Modified Curl-Up,Abdominals,abdominals,forearms,push
cross-body-toe-touch,Cross-body toe-touch,Abdominals,abdominals,,push
toy-soldier,Toy soldier,Abdominals,abdominals,,push
natural-glute-ham-raise-with-stability-ball,Natural Glute Ham Raise with Stability Ball,Abdominals,abdominals,,push
lateral-ape,Lateral ape,Abdominals,abdominals,glutes;hamstrings;core,push
hollow-body-knee-tuck,Hollow-body knee tuck,Abdominals,abdominals,obliques;lower_back,plank
hm-air-jumping-rope,HM Air Jumping Rope,Abdominals,abdominals,,push
hm-alternating-lunge-reach,HM Alternating Lunge Reach,Abdominals,abdominals,glutes;hamstrings;core,squat
hm-alternating-side-plank-reach,HM Alternating Side Plank Reach,Abdominals,abdominals,obliques;lower_back,plank
hm-superman-plank,HM Superman Plank,Abdominals,abdominals,obliques;lower_back,plank
hm-table-pose,HM Table Pose,Abdominals,abdominals,,push
hm-toe-touch,HM Toe Touch,Abdominals,abdominals,,push
hm-right-side-bird-dog,HM Right Side Bird-Dog,Abdominals,abdominals,,push
hm-right-side-crunch,HM Right Side Crunch,Abdominals,abdominals,,push
hm-bicycle,HM Bicycle,Abdominals,abdominals,,push
hm-bird-dog-plank,HM Bird-Dog Plank,Abdominals,abdominals,obliques;lower_back,plank
hm-boat-pose,HM Boat Pose,Abdominals,abdominals,,push
hm-bottoms-up,HM Bottoms Up,Abdominals,abdominals,,push
hm-bridge,HM Bridge,Abdominals,abdominals,,push
hm-running-man-crunch,HM Running Man Crunch,Abdominals,abdominals,,push
hm-seated-twist,HM Seated Twist,Abdominals,abdominals,,rotational
hm-side-bend-pose,HM Side-Bend Pose,Abdominals,abdominals,,push
hm-side-plank-arm-wrap,HM Side-Plank Arm Wrap,Abdominals,abdominals,obliques;lower_back,plank
hm-side-plank-with-hip-touch,HM Side-Plank with Hip Touch,Abdominals,abdominals,obliques;lower_back,plank
hm-side-plank-with-kick,HM Side-Plank with Kick,Abdominals,abdominals,obliques;lower_back,plank
hm-side-v-up,HM Side V-Up,Abdominals,abdominals,,push
hm-crab-crunch,HM Crab Crunch,Abdominals,abdominals,,push
hm-cross-over-crunch,HM Cross-Over Crunch,Abdominals,abdominals,,push
hm-crunch-pulse,HM Crunch Pulse,Abdominals,abdominals,,push
hm-dead-bug,HM Dead Bug,Abdominals,abdominals,,plank
hm-single-leg-inchworm,HM Single-Leg Inchworm,Abdominals,abdominals,,push
hm-floor-jack,HM Floor Jack,Abdominals,abdominals,,push
hm-floor-wiper,HM Floor Wiper,Abdominals,abdominals,,push
hm-floor-kick,HM Floor Kick,Abdominals,abdominals,,push
hm-sit-up,HM Sit-Up,Abdominals,abdominals,,push
hm-slow-mountain-climber,HM Slow Mountain Climber,Abdominals,abdominals,,push
hm-slow-sit-up,HM Slow Sit-Up,Abdominals,abdominals,,push
hm-half-up,HM Half-Up,Abdominals,abdominals,,push
hm-hollow-body-pulse,HM Hollow-Body Pulse,Abdominals,abdominals,obliques;lower_back,plank
hm-hollow-hold,HM Hollow Hold,Abdominals,abdominals,obliques;lower_back,plank
hm-inchworm,HM Inchworm,Abdominals,abdominals,,push
hm-right-side-hollow-hold-with-pulse,HM Right Side Hollow Hold with Pulse,Abdominals,abdominals,obliques;lower_back,plank
hm-reverse-crunch-with-frisbee,HM Reverse Crunch with Frisbee,Abdominals,abdominals,,push
hm-left-side-bird-dog,HM Left Side Bird-Dog,Abdominals,abdominals,,push
hm-left-side-crunch,HM Left Side Crunch,Abdominals,abdominals,,push
hm-left-side-hollow-hold-with-pulse,HM Left Side Hollow Hold With Pulse,Abdominals,abdominals,obliques;lower_back,plank
hm-reverse-crunch,HM Reverse Crunch,Abdominals,abdominals,,push
hm-low-lunge-with-external-twist-and-arm-reach,HM Low Lunge With External Twist And Arm Reach,Abdominals,abdominals,glutes;hamstrings;core,squat
hm-mountain-climber,HM Mountain Climber,Abdominals,abdominals,,push
hm-prison-sit-up,HM Prison Sit-Up,Abdominals,abdominals,,push
hm-plank-alternating-hip-dip,HM Plank Alternating Hip-Dip,Abdominals,abdominals,triceps;shoulders;obliques,push
hm-tuck-up-get-up,HM Tuck-Up Get-Up,Abdominals,abdominals,,push
hm-flutter-kick,HM Flutter Kick,Abdominals,abdominals,,push
hm-plank,HM Plank,Abdominals,abdominals,obliques;lower_back,plank
mcgill-pull-up,McGill Pull-Up,Abdominals,abdominals,biceps;forearms,pull
am-leg-lift,AM Leg Lift,Abdominals,abdominals,,push
am-decline-abs,AM Decline Abs,Abdominals,abdominals,,push
hanging-crunch,Hanging crunch,Abdominals,abdominals,triceps;shoulders,push
tyler-holt-hanging-toes-to-bar,Tyler Holt Hanging Toes-To-Bar,Abdominals,abdominals,,push
side-plank,Side plank,Abdominals,abdominals,forearms;obliques;lower_back,plank
bird-dog,Bird dog-,Abdominals,abdominals,,plank
single-leg-curl-up,Single-leg curl up,Abdominals,abdominals,forearms;obliques;lower_back,push
single-kettlebell-windmill,Single-kettlebell windmill,Abdominals,abdominals,,push
uns-foam-roll-thigh,UNS Foam Roll Thigh,Abdominals,abdominals,,push
uns-inverted-row,UNS Inverted row,Abdominals,abdominals,biceps;forearms,pull
uns-t-spine-rotation-with-reach,UNS T-spine rotation with reach,Abdominals,abdominals,,rotational
uns-quadruped-thoracic-rotation,UNS Quadruped thoracic rotation,Abdominals,abdominals,,rotational
uns-pec-stretch,UNS Pec stretch,Abdominals,abdominals,,push
uns-lat-stretch,UNS Lat stretch,Abdominals,abdominals,,push
uns-foam-roll,UNS Foam Roll,Abdominals,abdominals,,push
uns-foam-roll-lats,UNS Foam Roll Lats,Abdominals,abdominals,,push
uns-rocking-adductor-stretch,UNS Rocking Adductor Stretch,Abdominals,abdominals,,push
uns-bird-dog,UNS Bird Dog,Abdominals,abdominals,,plank
uns-jumping-jack,UNS Jumping Jack,Abdominals,abdominals,,push
ab-wheel-roll-out,Ab wheel roll-out,Abdominals,abdominals,,push
bench-mountain-climber,Bench mountain climber,Abdominals,abdominals,triceps;shoulders,push
feet-elevated-bench-side-plank,Feet-elevated bench side plank,Abdominals,abdominals,triceps;shoulders;obliques,push
cross-body-sit-up,Cross-body sit-up,Abdominals,abdominals,,push
decline-kayak,Decline kayak,Abdominals,abdominals,triceps;shoulders,push
30-decline-reverse-crunch,30 Decline Reverse Crunch,Abdominals,abdominals,,push
decline-sit-up-twist,Decline sit-up twist,Abdominals,abdominals,,rotational
30-flat-bench-leg-raise,30 Flat Bench Leg Raise,Abdominals,abdominals,triceps;shoulders,push
30-flutter-kick,30 Flutter Kick,Abdominals,abdominals,,push
chin-up-crunch,Chin-up crunch,Abdominals,abdominals,biceps;forearms,pull
30-gorilla-chin-oblique-crunch,30 Gorilla Chin Oblique Crunch,Abdominals,abdominals,,push
half-turkish-get-up,Half Turkish get-up,Abdominals,abdominals,,push
30-hanging-oblique-crunch,30 Hanging Oblique Crunch,Abdominals,abdominals,,push
30-hollow-body-hold,30 Hollow-Body Hold,Abdominals,abdominals,obliques;lower_back,plank
parallel-bars-knee-raise,Parallel bars knee raise,Abdominals,abdominals,triceps;shoulders,push
30-landmine-twist,30 Landmine Twist,Abdominals,abdominals,,rotational
parallel-bars-leg-raise,Parallel bars leg raise,Abdominals,abdominals,triceps;shoulders,push
otis-up,Otis-up-,Abdominals,abdominals,triceps;shoulders,push
30-shoulder-tap,30 Shoulder Tap,Abdominals,abdominals,triceps;shoulders,push
30-spider-crawl,30 Spider Crawl,Abdominals,abdominals,,push
spider-crunch,Spider crunch,Abdominals,abdominals,obliques;lower_back,push
toe-touch,Toe-touch,Abdominals,abdominals,,push
30-hanging-toes-to-bar,30 Hanging Toes-To-Bar,Abdominals,abdominals,biceps;forearms,push
30-v-up,30 V-Up,Abdominals,abdominals,,push
cocoon-crunch,Cocoon crunch,Abdominals,abdominals,triceps;upper_chest,push
bench-oblique-crunch,Bench oblique crunch,Abdominals,abdominals,triceps;shoulders,push
full-moon,Full moon-,Abdominals,abdominals,,push
push-up-to-side-plank,Push-up to side plank,Abdominals,abdominals,triceps;shoulders;obliques,push
tyler-holt-v-up,Tyler Holt V-Up,Abdominals,abdominals,,push
tyler-holt-plank,Tyler Holt Plank,Abdominals,abdominals,obliques;lower_back,plank
tyler-holt-hip-dip,Tyler Holt Hip-Dip,Abdominals,abdominals,triceps;shoulders,push
suicides,Suicides,Abdominals,abdominals,,push
holman-towel-straight-plank-jack,Holman Towel Straight Plank Jack,Abdominals,abdominals,obliques;lower_back,plank
holman-towel-hill-climber,Holman Towel Hill Climber,Abdominals,abdominals,,push
holman-towel-elbow-plank-jack,Holman Towel Elbow Plank Jack,Abdominals,abdominals,obliques;lower_back,plank
holman-towel-elbow-plank-pike,Holman Towel Elbow Plank Pike,Abdominals,abdominals,obliques;lower_back,plank
holman-towel-straight-plank-hand-reach,Holman Towel Straight Plank Hand Reach,Abdominals,abdominals,obliques;lower_back,plank
holman-towel-wax-on-wax-off,Holman Towel Wax-On Wax-Off,Abdominals,abdominals,,push
holman-towel-wide-hill-climber,Holman Towel Wide Hill Climber,Abdominals,abdominals,,push
holman-towel-dirty-dog,Holman Towel Dirty Dog,Abdominals,abdominals,,push
holman-straight-plank-shoulder-tap,Holman Straight Plank Shoulder Tap,Abdominals,abdominals,obliques;lower_back,plank
holman-killer-abs,Holman Killer Abs,Abdominals,abdominals,,push
holman-straight-plank-split-jack,Holman Straight Plank Split Jack,Abdominals,abdominals,obliques;lower_back,plank
holman-elbow-plank-swim,Holman Elbow Plank Swim,Abdominals,abdominals,obliques;lower_back,plank
holman-elbow-plank-saw,Holman Elbow Plank Saw,Abdominals,abdominals,obliques;lower_back,plank
holman-feet-elevated-straight-plank-toe-tap-series,Holman Feet-Elevated Straight Plank Toe-Tap Series,Abdominals,abdominals,obliques;lower_back,plank
holman-elbow-plank-pike-pull,Holman Elbow Plank Pike Pull,Abdominals,abdominals,obliques;lower_back,plank
holman-hand-elevated-walk-over-push-up,Holman Hand-Elevated Walk-Over Push-Up,Abdominals,abdominals,triceps;shoulders,push
holman-hands-elevated-hill-climber,Holman Hands-Elevated Hill Climber,Abdominals,abdominals,,push
holman-seated-pike,Holman Seated Pike,Abdominals,abdominals,,push
holman-feet-elevated-up-down-plank,Holman Feet-Elevated Up-Down Plank,Abdominals,abdominals,obliques;lower_back,plank
holman-feet-elevated-hand-tap,Holman Feet-Elevated Hand Tap,Abdominals,abdominals,,push
holman-reverse-straight-plank-with-alternating-heel-pull-in,Holman Reverse Straight Plank with Alternating Heel Pull-In,Abdominals,abdominals,obliques;lower_back,plank
holman-elbow-plank,Holman Elbow Plank,Abdominals,abdominals,obliques;lower_back,plank
holman-straight-plank-squat-thrust,Holman Straight Plank Squat Thrust,Abdominals,abdominals,glutes;hamstrings;core,squat
holman-alternating-single-leg-pike,Holman Alternating Single-Leg Pike,Abdominals,abdominals,,push
holman-knee-pull-in-crunch,Holman Knee Pull-In Crunch,Abdominals,abdominals,,push
holman-straight-plank-with-hand-tap,Holman Straight Plank with Hand Tap,Abdominals,abdominals,obliques;lower_back,plank
holman-straight-plank-with-dirty-dog,Holman Straight Plank with Dirty Dog,Abdominals,abdominals,obliques;lower_back,plank
holman-elbow-plank-roll,Holman Elbow Plank Roll,Abdominals,abdominals,obliques;lower_back,plank
holman-froggy-push-up,Holman Froggy Push-Up,Abdominals,abdominals,triceps;shoulders,push
holman-straight-plank-hand-tap-to-shoulder-tap,Holman Straight Plank Hand Tap to Shoulder Tap,Abdominals,abdominals,obliques;lower_back,plank
holman-in-out-straight-plank,Holman In-Out Straight Plank,Abdominals,abdominals,obliques;lower_back,plank
holman-bicycle,Holman Bicycle,Abdominals,abdominals,,push
holman-alternating-diagonal-knee-pull-in,Holman Alternating Diagonal Knee Pull-in,Abdominals,abdominals,,push
holman-elbow-plank-with-step-out,Holman Elbow Plank with Step-Out,Abdominals,abdominals,obliques;lower_back,plank
holman-alternating-slow-l-raise,Holman Alternating Slow L-Raise,Abdominals,abdominals,,push
holman-feet-elevated-plank-with-shoulder-tap,Holman Feet-Elevated Plank with Shoulder Tap,Abdominals,abdominals,obliques;lower_back,plank
holman-feet-elevated-inchworm-pike-to-straight-plank-push-up,Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,Abdominals,abdominals,triceps;shoulders;obliques,push
holman-feet-elevated-up-down-elbow-plank,Holman Feet-Elevated Up-Down Elbow Plank,Abdominals,abdominals,obliques;lower_back,plank
holman-feet-elevated-plank-pike-pull,Holman Feet-Elevated Plank Pike Pull,Abdominals,abdominals,obliques;lower_back,plank
holman-feet-elevated-alternating-single-leg-hip-raise,Holman Feet-Elevated Alternating Single-Leg Hip Raise,Abdominals,abdominals,,push
holman-feet-elevated-plank-pike-pull-to-push-up,Holman Feet-Elevated Plank Pike Pull to Push-Up,Abdominals,abdominals,triceps;shoulders;obliques,push
holman-standing-heel-click,Holman Standing Heel Click,Abdominals,abdominals,,push
holman-straight-plank-right-left-jack-to-split-jack,Holman Straight Plank Right-Left Jack to Split Jack,Abdominals,abdominals,obliques;lower_back,plank
holman-elbow-plank-jack-to-ninja-knees,Holman Elbow Plank Jack to Ninja Knees,Abdominals,abdominals,obliques;lower_back,plank
holman-right-side-elbow-plank-with-left-leg-swing,Holman Right Side Elbow Plank with Left Leg Swing,Abdominals,abdominals,obliques;lower_back,plank
holman-left-side-elbow-plank-with-right-leg-swing,Holman Left Side Elbow Plank with Right Leg Swing,Abdominals,abdominals,obliques;lower_back,plank
holman-straight-plank-with-alternating-diagonal-sit-back,Holman Straight Plank with Alternating Diagonal Sit-Back,Abdominals,abdominals,obliques;lower_back,plank
holman-boat-press-with-leg-extension,Holman Boat Press with Leg Extension,Abdominals,abdominals,triceps;shoulders;forearms,push
holman-shoulder-tap-to-dirty-dog,Holman Shoulder Tap to Dirty Dog,Abdominals,abdominals,,push
holman-standing-russian-twist,Holman Standing Russian Twist,Abdominals,abdominals,,rotational
holman-hovering-plank-with-shoulder-tap,Holman Hovering Plank with Shoulder Tap,Abdominals,abdominals,obliques;lower_back,plank
holman-elbow-plank-to-stacked-plank-hip-drop,Holman Elbow Plank to Stacked Plank Hip Drop,Abdominals,abdominals,obliques;lower_back,plank
holman-elbow-plank-to-walk-up-pike,Holman Elbow Plank to Walk-Up Pike,Abdominals,abdominals,obliques;lower_back,plank
holman-hill-climber,Holman Hill Climber,Abdominals,abdominals,,push
holman-straight-plank-pike-to-renegade-row,Holman Straight Plank Pike to Renegade Row,Abdominals,abdominals,biceps;forearms;obliques,pull
holman-alternating-hip-drop-to-push-up,Holman Alternating Hip Drop to Push-Up,Abdominals,abdominals,triceps;shoulders,push
holman-crab-kick,Holman Crab Kick,Abdominals,abdominals,,push
holman-wounded-bear-crawl,Holman Wounded Bear Crawl,Abdominals,abdominals,,push
holman-alternating-crab-reach,Holman Alternating Crab Reach,Abdominals,abdominals,,push
holman-hovering-panther-core-stabilizer,Holman Hovering Panther Core Stabilizer,Abdominals,abdominals,,push
holman-burpee-to-forward-lunge,Holman Burpee to Forward Lunge,Abdominals,abdominals,glutes;hamstrings;core,squat
holman-seated-knee-pull-in-series,Holman Seated Knee Pull-In Series,Abdominals,abdominals,,push
holman-elbow-plank-pike,Holman Elbow Plank Pike,Abdominals,abdominals,obliques;lower_back,plank
holman-elbow-plank-jack-to-straight-plank-split-jack,Holman Elbow Plank Jack to Straight Plank Split Jack,Abdominals,abdominals,obliques;lower_back,plank
holman-boat-pull-over,Holman Boat Pull-Over,Abdominals,abdominals,,push
holman-squat-pulse-to-plyometric-jump,Holman Squat Pulse to Plyometric Jump,Abdominals,abdominals,glutes;hamstrings;core,squat
holman-hands-down-heel-click,Holman Hands Down Heel Click,Abdominals,abdominals,,push
holman-straight-plank-to-kick-up,Holman Straight Plank to Kick-Up,Abdominals,abdominals,obliques;lower_back,plank
holman-hands-elevated-split-jack,Holman Hands-Elevated Split Jack,Abdominals,abdominals,,push
holman-feet-elevated-plank-reach,Holman Feet-Elevated Plank Reach,Abdominals,abdominals,obliques;lower_back,plank
holman-hand-elevated-side-plank-semicircle,Holman Hand-Elevated Side Plank Semicircle,Abdominals,abdominals,obliques;lower_back,plank
holman-hands-elevated-straight-plank-pike,Holman Hands-Elevated Straight Plank Pike,Abdominals,abdominals,obliques;lower_back,plank
holman-alternating-rolling-elbow-plank,Holman Alternating Rolling Elbow Plank,Abdominals,abdominals,obliques;lower_back,plank
holman-elbow-plank-jack,Holman Elbow Plank Jack,Abdominals,abdominals,obliques;lower_back,plank
holman-squat-thrust-to-alternating-knee-in,Holman Squat Thrust to Alternating Knee-In,Abdominals,abdominals,glutes;hamstrings;core,squat
holman-supine-double-pike,Holman Supine Double Pike,Abdominals,abdominals,,push
holman-elbow-plank-alternating-pike,Holman Elbow Plank Alternating Pike,Abdominals,abdominals,obliques;lower_back,plank
holman-seated-killer-abs,Holman Seated Killer Abs,Abdominals,abdominals,,push
holman-side-plank-hip-drop,Holman Side Plank Hip Drop,Abdominals,abdominals,obliques;lower_back,plank
holman-wide-hill-climber,Holman Wide Hill Climber,Abdominals,abdominals,,push
holman-straight-legged-bicycle,Holman Straight-Legged Bicycle,Abdominals,abdominals,,push
holman-stair-toe-tap,Holman Stair Toe Tap,Abdominals,abdominals,,push
holman-elbow-plank-ninja,Holman Elbow Plank Ninja,Abdominals,abdominals,obliques;lower_back,plank
holman-traveling-stair-climb-push-up,Holman Traveling Stair Climb Push-Up,Abdominals,abdominals,triceps;shoulders,push
